fsq_id,name,city,latitude,longitude,address,categories,cluster,parent,llama-3.3-70b-versatile_category,llama-3.3-70b-versatile_tags,llama-3.3-70b-versatile_match_score,egyptian price,foreigner price,website,tags,place_type,Beach & Relaxation,Cultural & Historical,Entertainment & Activities,Food & Gastronomy,Nature & Adventure,Nightlife & Festive,Religious,Shopping,Sports & Physical Activities,Wellness & Spa,day_time,country
54cce7f4498e90135b6136f4,Khanqah Baibars Al Jashnakir  (خنقاة بيبرس الجاشنكير),Cairo,30.05159954,31.26373172,"El Gamaliya St, Jamāliyah, القاهرة",['Historic and Protected Site'],-2,El Moez St (شارع المعز لدين الله),Religious Site,"['Religious', 'Cultural & Historical']",80,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,afternoon,Egypt
53a7f277498e5f43bd24737a,Wekalet Bazaraa (وكالة بازرعة),Cairo,30.0510927,31.26277353,,['Historic and Protected Site'],-2,El Moez St (شارع المعز لدين الله),Historical & Cultural Site,['Cultural & Historical'],70,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
52bdf4ab498e25d61b5611f5,Beit Al Harawi (بيت الهراوي),Cairo,30.04447645,31.26329184,"Mohamed Abdo St, الأزهر, القاهرة","['Historic and Protected Site', 'Performing Arts Venue']",-2,Al-Hussain (الحسين),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
544e3638498ea8553f3be726,Maqa'ad Mamay Al Sayfi (مقعد ماماى السيفي),Cairo,30.04973814,31.26232645,Inside Beit Al Qady Sq,['Historic and Protected Site'],-2,El Moez St (شارع المعز لدين الله),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
50960311e4b054dd34e531c9,Maimonides Synagogue (معبد موسي بن ميمون),Cairo,30.05072212,31.2583847,"Atfet Al Istabdalia - El Khronfish (Portsaid St), الجمالية, القاهرة","['Synagogue', 'Historic and Protected Site']",-2,El Moez St (شارع المعز لدين الله),Religious Site,['Religious'],60,,,,['Religious'],child,0,0,0,0,0,0,1,0,0,0,afternoon,Egypt
4f2a704ae4b0244f9109e269,Sultan Barquq Mosque,Cairo,30.05572354,31.26386887,,"['Mosque', 'Historic and Protected Site']",-2,El Moez St (شارع المعز لدين الله),Religious Site,['Religious'],65,,,,['Religious'],child,0,0,0,0,0,0,1,0,0,0,afternoon,Egypt
59a96d4afebf31458906bbb1,Smeramis Beach,Alexandria,31.288147,30.021105,"Montazah Royal Gardens, Al Mandarah Bahri, اسكندرية",['Beach'],-2,Montaza Plaza,Beach & Waterfront,['Beach & Relaxation'],85,,,,['Beach & Relaxation'],child,1,0,0,0,0,0,0,0,0,0,morning,Egypt
4ca039b0d3c2b60c627bdbbc,Montazah Royal Gardens,Alexandria,31.28792009,30.01536072,"Al Montazah, Qism al Muntazah, اسكندرية","['Park', 'Garden Center']",-2,Montaza Plaza,Natural Attraction,['Nature & Adventure'],80,,,,['Nature & Adventure'],child,0,0,0,0,1,0,0,0,0,0,afternoon,Egypt
5787cc20498e8b6579c591ae,Maamoura Private Beach,Alexandria,31.290898,30.029648,"El Maamoura, Al Maamoura, اسكندرية",['Beach'],-2,Mamoura Plaza,Beach & Waterfront,['Beach & Relaxation'],70,,,,['Beach & Relaxation'],child,1,0,0,0,0,0,0,0,0,0,morning,Egypt
552f90b6498e8545aff2bd95,Venice Beach,Alexandria,31.290233,30.021967,"Al Montaza, Qism al Muntazah, اسكندرية",['Beach'],-2,Montaza Plaza,Beach & Waterfront,['Beach & Relaxation'],80,,,,['Beach & Relaxation'],child,1,0,0,0,0,0,0,0,0,0,morning,Egypt
53e5dd00498ec76ed5b9fb6e,Flamingo Beach,Alexandria,31.289732,30.024923,"El Maamoura, Al Maamoura, اسكندرية",['Beach'],-2,Mamoura Plaza,Beach & Waterfront,['Beach & Relaxation'],80,,,,['Beach & Relaxation'],child,1,0,0,0,0,0,0,0,0,0,morning,Egypt
5d67cd5de1edd600080b5478,Maamoura Beach,Alexandria,31.291863,30.032034,"El Maamoura, Al Maamoura, اسكندرية",['Beach'],-2,Mamoura Plaza,Beach & Waterfront,['Beach & Relaxation'],80,,,,['Beach & Relaxation'],child,1,0,0,0,0,0,0,0,0,0,morning,Egypt
5572e724498ee38366428222,Maamoura Water Sports,Alexandria,31.28998184,30.0270443,"Maamoura, Qism al Muntazah, اسكندرية","['Beach', 'Surf Spot']",-2,Mamoura Plaza,Entertainment & Activities,"['Sports & Physical Activities', 'Entertainment & Activities']",70,,,,"['Entertainment & Activities', 'Sports & Physical Activities']",child,0,0,1,0,0,0,0,0,1,0,afternoon,Egypt
578c4323498efc9d6ee2e3f0,Maamoura Promenade (ممشي المعمورة),Alexandria,31.29004863,30.03121376,"Maamoura, الإسكندرية, اسكندرية",['Pedestrian Plaza'],-2,Mamoura Plaza,Landmark & City Attraction,['Entertainment & Activities'],50,,,,['Entertainment & Activities'],child,0,0,1,0,0,0,0,0,0,0,afternoon,Egypt
4f8bf1c9e4b0e81f69b4c714,Al Montazah Sea Bridge,Alexandria,31.28179874,30.01296758,"Al Montazah, Qism al Muntazah, اسكندرية",['Pedestrian Plaza'],-2,Montaza Plaza,Landmark & City Attraction,['Entertainment & Activities'],50,,,,['Entertainment & Activities'],child,0,0,1,0,0,0,0,0,0,0,afternoon,Egypt
5aa3e93a0a464d2cf7e04c9d,ساحة الصلح,Siwa,29.19232,25.551051,"Siwa Oasis, Sīwah, مطروح",['Historic and Protected Site'],-2,Dakrour Mountain (جبل دكرور),Landmark & City Attraction,['Cultural & Historical'],40,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,afternoon,Egypt
63b01992099c9a2d1d2efc44,Botanical Garden of Thutmosis III,Luxor,25.717701,32.65976,"Karnak, Gobernación de Luxor",['History Museum'],-2,The Karnak Temple Complex (معبد الكرنك),Natural Attraction,['Nature & Adventure'],70,,,,['Nature & Adventure'],child,0,0,0,0,1,0,0,0,0,0,afternoon,Egypt
56b4c7af498e1af5c85bfe91,Papyrus Showroom (معرض البرديات),Luxor,25.719599,32.65709,,['History Museum'],-2,The Karnak Temple Complex (معبد الكرنك),Shopping & Commercial,"['Shopping', 'Cultural & Historical']",60,,,,"['Cultural & Historical', 'Shopping']",child,0,1,0,0,0,0,0,1,0,0,night,Egypt
4f52333ae4b0754d574ba05b,Avenue of the Sphinxes (طريق الكباش),Luxor,25.70041053,32.64060793,"Stretches 2.5 Km from Karnak Temple to Temple of Mut and Temple of Luxor, Luxor, Luxor Governorate",['Historic and Protected Site'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],92,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4be5b9789026ef3ba3c40a38,Mortuary Temple of Hatshepsut (معبد حتشبسوت),Luxor,25.73808402,32.60704637,"Deir Al Bahri, Luxor, Luxor Governorate","['Historic and Protected Site', 'Temple']",-2,Al Deir Al Bahari,Historical & Cultural Site,['Cultural & Historical'],93,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
588e08005490d32cb9e1ca9d,Ramses III Temple (معبد رمسيس الثالث),Luxor,25.71713,32.657397,"The Karnak Temple Complex, الأقصر, الأقصر","['Historic and Protected Site', 'Temple']",-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],91,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3bf4a6be6a1431a5b9602,Tomb of Ramses IV (KV2) (مقبرة رمسيس الرابع),Luxor,25.74142222,32.60232922,"Valley of the Kings, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],89,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3c861ecc3a09351299c93,Tomb of Ramses IX (KV6) (مقبرة رمسيس التاسع),Luxor,25.74048279,32.60168793,"Valley of the Kings, Luxor, Luxor Governorate",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],88,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3c36104c2236aa236cfc7,Tomb of Ramses III (KV11) (مقبرة رمسيس الثالث),Luxor,25.74015091,32.6013012,"Valley of the Kings, Luxor, Luxor Governorate",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],86,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
5055c1a8e4b0cbb61b017ddf,Tomb of Ramses VII (KV1) (مقبرة رمسيس السابع),Luxor,25.74563849,32.60511023,"Valley Of The Kings, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
51061e8fe4b01719c1113244,Tomb of Merenptah (KV8) (مقبرة مرنبتاح),Luxor,25.74052899,32.60179537,"Valley of Kings, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
50b31445e4b0aebed4b1850d,Tomb of Ramses V/VI (KV9) (مقبرة رمسيس الرابع),Luxor,25.74066844,32.6016542,,['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3f25053665481cebc29ed,Deir el-Medina (دير المدينة),Luxor,25.72731643,32.6011794,"West Bank of the Nile, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4bee424e3686c9b69f5b246e,Tomb of Tutankhamun (KV62) (مقبرة توت عنخ امون),Luxor,25.74051868,32.60180878,"Valley of the Kings, Luxor, Luxor Governorate",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],95,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3fb536be6a143e0ae9702,Tombs of the Nobles (مقبرة النبلاء),Luxor,25.73020726,32.60892391,"Luxor, Luxor Governorate",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],85,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
588df0924ca49b633ece0a7c,Temple of Khonsu (معبد خونسو),Luxor,25.71991643,32.65324527,"The Karnak Temple Complex, الأقصر, الأقصر","['Temple', 'Historic and Protected Site']",-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,"['Cultural & Historical', 'Religious']",85,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,morning,Egypt
6016b2b32b430e6e1f9f8403,The Great Hypostyle Hall,Luxor,25.718677,32.657538,"الأقصر, الأقصر, 83911",['Historic and Protected Site'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
6263a7be50155f6b8d8b7c59,Temple of Ramses II,Luxor,25.71744,32.660263,"Karnak, Luxor Governorate","['Historic and Protected Site', 'Monument']",-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,"['Cultural & Historical', 'Religious']",85,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,morning,Egypt
63bebc42c0883d4c1ec4558b,Grand Forecourt,Luxor,25.719116,32.657096,"الأقصر, 81693",['Historic and Protected Site'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63bec6956591680647f1c736,Middle Kingdom Courtyard,Luxor,25.718174,32.659128,"الأقصر, الأقصر, 81693",['Historic and Protected Site'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63becdf11468246b8ccae340,Chapels of Sety I,Luxor,25.719287,32.657006,"الأقصر, 81693",['Historic and Protected Site'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,"['Cultural & Historical', 'Religious']",85,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,morning,Egypt
58a59518f9edc57f0a87fd25,Tomb of Userhat (TT56) (مقبرة أوسرحات),Luxor,25.73089529,32.61025429,"Sheikh Abd el-Qurna, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd402eb72a1a1cd61366851,Tomb of Ramose (T55) (مقبرة رعمسي / رعموزا),Luxor,25.73063177,32.60971994,"Sheikh Abd el-Qurna, Luxor Governorate, قنا",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
5323f4bc498e58af85111c5e,Tomb of Nebamun (TT179) (مقبرة نب آمون),Luxor,25.73239517,32.61205673,"el-Khokha, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
55b5dc90498ecbb1383a2538,Tomb of Karakhamun (TT223) (مقبرة كرخ أمون),Luxor,25.72916409,32.60632478,"Qurnet Murrai, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4f54c4abe4b0929810600660,Tomb of Nakht (TT52) (مقبرة نخت),Luxor,25.7317,32.61,"Sheikh Abd el-Qurna, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4f54c13ee4b0ac6d0e92ce50,Tomb of Menna (TT69) (مقبرة منا),Luxor,25.73211854,32.60920101,"Sheikh Abd el-Qurna, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4fa6254ce4b0ddd496b27910,Tomb of Rekhmire (TT100) (مقبرة رخميرع),Luxor,25.7314,32.6075,"Sheikh Abd el-Qurna, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4f54d109e4b0754d5a3a8883,Tomb of Sennefer (TT96) (مقبرة سن نفر),Luxor,25.7314,32.607,"Sheikh Abd el-Qurna, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4db2b6a11e7248d1357b9f44,Tomb of Inherkhau (TT359) (مقبرة انحرخاو),Luxor,25.72766803,32.60094199,"Deir el-Medina, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
55214d71498ea3715c083a8b,Tomb of Sennedjem (TT1) (مقبرة سن نيجم),Luxor,25.72805375,32.60119915,"Deir el-Medina, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3a186a61c468848a2b428,Tomb of Tyti (QV52) (مقبرة الملكة تيتي),Luxor,25.72755683,32.59410131,"Valley of the Queens, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Queens (وادي الملكات),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4fa62e7ce4b012fefdebcb4b,Tomb of Khaemwaset (QV44) (مقبرة خعمواس),Luxor,25.72753859,32.59306882,"Valley of the Queens, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Queens (وادي الملكات),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
517ed2d0e4b0a6c19afd8f92,Tomb of Nefertari (QV66) (مقبرة نفرتاري),Luxor,25.72725335,32.592659,"Valley of the Queens, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Queens (وادي الملكات),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4cd3a1e7793d224b861f4a10,Tomb of Amenherkhepshef (QV55) (مقبرة امون حر خبشف),Luxor,25.72774998,32.59210257,"Valley of the Queens, الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Queens (وادي الملكات),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
56613e72498e1ec714762994,Tomb of Thutmosis III (KV 34),Luxor,25.73849001,32.60071011,"الأقصر, الأقصر",['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
500ff7d6e4b060f9bd6b227b,Tomb of Ramses II (KV7) (مقبرة رمسيس الثاني),Luxor,25.74066272,32.60285775,,['Historic and Protected Site'],-2,Valley of the Kings (وادي الملوك),Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
588dfee3e03e573f329dedfb,Sacred Lake (البحيرة المقدسة بمعبد الكرنك),Luxor,25.716608,32.658659,"The Karnak Temple Complex, الأقصر, الأقصر",['Lake'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
622703ef0de1b01cde4a22e8,Hop Obelisx,Luxor,25.718159,32.658607,"الأقصر, الأقصر, 83911",['Monument'],-2,The Karnak Temple Complex (معبد الكرنك),Landmark & City Attraction,['Cultural & Historical'],60,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,afternoon,Egypt
607a75c76cdf84272e0854ab,Sety II Barque Stand,Luxor,25.719214,32.656927,"الأقصر, الأقصر, 83911",['Monument'],-2,The Karnak Temple Complex (معبد الكرنك),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
5a7ef187a9e40206eacf7079,Aswan Museum,Aswan,24.084849,32.886243,"Aswān, أسوان",['History Museum'],-2,Temple of Kalabsha,Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
588c89c71d21ba2202692db6,Temple of Hathor (معبد حتحور),Aswan,24.025642,32.883816,"Agilkia Island, Aswân Reservoir Colony, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,"['Cultural & Historical', 'Religious']",88,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,morning,Egypt
5a47957ba6ec982a81eb75cc,Tomb of Sarenput II (QH31) (مقبرة سارنبوت الثاني),Aswan,24.101672,32.890143,"Tombs of the Nobles, Aswān, أسوان",['Historic and Protected Site'],-2,Tombs of the Nobles (Qubbet El Hawa) (مقابر ال...,Historical & Cultural Site,['Cultural & Historical'],78,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63b95a4e4a3ab11c8bf6391d,Gate of Hadrian (بوابة هادريان),Aswan,24.025757,32.883862,"Aswān, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,['Cultural & Historical'],82,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63b94f756d9ef8364e3f9118,Hypostyle Hall (قاعة الأعمدة),Aswan,24.025613,32.884113,"Aswān, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,['Cultural & Historical'],85,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63b94c37457832718d2944da,Birth House (بيت الولادة),Aswan,24.025393,32.884019,"Aswān, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,['Cultural & Historical'],60,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
588c885865ca013eacbaedc4,Temple of Imhotep (معبد إمحوتب),Aswan,24.02533737,32.8838987,"Agilkia Island, Aswân Reservoir Colony, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,"['Cultural & Historical', 'Religious']",90,,,,"['Cultural & Historical', 'Religious']",child,0,1,0,0,0,0,1,0,0,0,morning,Egypt
588c8824ea1c0d4369a324cf,Kiosk of Trajan (كشك تراجان),Aswan,24.024886,32.884712,"Agilkia Island, Aswân Reservoir Colony, أسوان",['Historic and Protected Site'],-2,Philae Temple (معبد فيلة),Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63ba86639b5ff94be4c4fb5c,Satet Temple Dynasty XVIII (معبد سانت الأسرة الثامنة عشر),Aswan,24.084938,32.886758,"Aswān, أسوان",['Historic and Protected Site'],-2,Temple of Kalabsha,Historical & Cultural Site,['Cultural & Historical'],90,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
63bab1152938e574aa312bde,"Tomb of Mwkho & Sabni (QH25, 26) (مقبرة مخو وسابي)",Aswan,24.101041,32.889419,"Aswān, أسوان",['Historic and Protected Site'],-2,Tombs of the Nobles (Qubbet El Hawa) (مقابر ال...,Historical & Cultural Site,['Cultural & Historical'],80,,,,['Cultural & Historical'],child,0,1,0,0,0,0,0,0,0,0,morning,Egypt
4bc98d29511f952195e2adc7,Red Pyramid of Sneferu (الهرم الأحمر),Cairo,29.80849816,31.20619297,"Dahshur Pyramids Complex (Al Marazeeq), Dahshūr, محافظة الجيزة",['Historic and Protected Site'],-2,Saqqara Necropolis,Historical & Cultural Site,"['Cultural & Historical', 'Nature & Adventure']",90,,,,"['Cultural & Historical', 'Nature & Adventure']",child,0,1,0,0,1,0,0,0,0,0,morning,Egypt
